,Driver,QualiPos,RacePos,DNF
938,raikkonen,6,4,False
939,bottas,5,6,False
940,ricciardo,7,9,False
941,perez,15,11,False
942,alonso,18,12,False
943,sainz,14,13,False
944,max_verstappen,13,17,True
945,hamilton,1,1,False
946,raikkonen,4,2,False
947,bottas,5,4,False
948,vettel,2,5,False
949,ricciardo,7,6,False
950,perez,11,8,False
951,alonso,14,11,False
952,max_verstappen,15,18,True
953,sainz,9,19,True
954,hamilton,2,2,False
955,vettel,3,3,False
956,bottas,4,4,False
957,raikkonen,7,5,False
958,ricciardo,10,7,False
959,sainz,5,9,False
960,max_verstappen,6,11,False
961,perez,18,13,False
962,alonso,13,20,True
963,vettel,3,2,False
964,hamilton,1,3,False
965,ricciardo,4,5,False
966,raikkonen,6,6,False
967,perez,7,7,False
968,sainz,0,10,False
969,bottas,16,14,False
970,max_verstappen,9,18,True
971,alonso,13,19,True
972,hamilton,1,1,False
973,bottas,4,3,False
974,raikkonen,3,4,False
975,vettel,18,5,False
976,perez,10,11,False
977,sainz,11,12,False
978,ricciardo,9,13,False
979,max_verstappen,19,15,False
980,alonso,13,20,True
981,hamilton,1,2,False
982,vettel,3,4,False
983,bottas,6,5,False
984,max_verstappen,7,8,False
985,perez,13,9,False
986,ricciardo,18,10,False
987,sainz,12,16,True
988,raikkonen,14,19,True
989,alonso,19,20,True
990,hamilton,1,1,False
991,vettel,6,3,False
992,bottas,4,5,False
993,raikkonen,5,8,False
994,perez,11,9,False
995,alonso,17,10,False
996,sainz,8,14,True
997,ricciardo,10,15,True
998,max_verstappen,13,16,True
999,vettel,3,1,False
1000,ricciardo,4,3,False
1001,max_verstappen,9,4,False
1002,alonso,15,5,False
1003,hamilton,1,6,False
1004,bottas,6,13,False
1005,sainz,12,17,True
1006,raikkonen,5,18,True
1007,perez,13,19,True
1008,hamilton,1,1,False
1009,perez,4,5,False
1010,raikkonen,16,7,False
1011,max_verstappen,18,8,False
1012,bottas,3,9,True
1013,vettel,8,12,True
1014,alonso,20,13,False
1015,sainz,10,17,True
1016,ricciardo,5,18,True
1017,hamilton,1,1,False
1018,vettel,3,2,False
1019,bottas,6,4,False
1020,raikkonen,2,5,False
1021,perez,7,6,False
1022,ricciardo,19,8,False
1023,sainz,17,11,False
1024,max_verstappen,20,12,False
1025,alonso,16,18,False
1026,vettel,1,1,False
1027,ricciardo,2,2,False
1028,raikkonen,3,3,False
1029,bottas,7,5,False
1030,perez,13,7,False
1031,max_verstappen,8,8,False
1032,sainz,14,9,False
1033,alonso,12,17,True
1034,hamilton,5,18,True
1035,hamilton,2,1,False
1036,vettel,4,3,False
1037,raikkonen,6,4,False
1038,bottas,3,5,False
1039,max_verstappen,17,9,False
1040,sainz,10,10,False
1041,alonso,12,11,False
1042,perez,9,12,False
1043,ricciardo,7,15,False
1044,hamilton,2,1,False
1045,vettel,4,2,False
1046,perez,7,3,False
1047,raikkonen,5,8,False
1048,max_verstappen,9,10,False
1049,alonso,19,11,False
1050,bottas,3,12,True
1051,ricciardo,10,15,True
1052,sainz,20,16,True
1053,hamilton,2,1,False
1054,vettel,13,3,False
1055,max_verstappen,8,4,False
1056,perez,5,5,False
1057,sainz,20,7,False
1058,ricciardo,3,10,False
1059,alonso,9,11,False
1060,raikkonen,18,16,True
1061,bottas,16,19,True
1062,hamilton,2,2,False
1063,bottas,6,3,False
1064,ricciardo,5,5,False
1065,perez,9,8,False
1066,max_verstappen,8,9,False
1067,sainz,11,13,False
1068,vettel,3,18,True
1069,raikkonen,19,19,True
1070,alonso,18,20,True
1071,hamilton,2,2,False
1072,vettel,3,3,False
1073,raikkonen,4,4,False
1074,bottas,7,5,False
1075,max_verstappen,9,9,False
1076,ricciardo,19,11,False
1077,perez,11,12,False
1078,alonso,20,15,False
1079,sainz,10,19,True
1080,hamilton,2,2,False
1081,raikkonen,3,3,False
1082,vettel,15,4,False
1083,perez,4,5,False
1084,ricciardo,5,6,False
1085,sainz,10,11,False
1086,bottas,6,13,False
1087,max_verstappen,11,16,False
1088,alonso,16,17,False
1089,hamilton,1,2,False
1090,vettel,3,3,False
1091,ricciardo,8,4,False
1092,bottas,16,8,False
1093,sainz,7,9,False
1094,max_verstappen,5,10,False
1095,perez,9,13,False
1096,raikkonen,4,18,True
1097,alonso,11,21,True
1098,raikkonen,4,2,False
1099,hamilton,1,3,False
1100,ricciardo,5,4,False
1101,max_verstappen,10,6,False
1102,bottas,6,9,False
1103,perez,18,16,False
1104,sainz,11,18,True
1105,vettel,3,21,True
1106,vettel,4,2,False
1107,ricciardo,2,4,False
1108,raikkonen,3,5,False
1109,hamilton,22,7,False
1110,max_verstappen,9,8,False
1111,sainz,8,9,False
1112,bottas,5,10,False
1113,perez,7,11,False
1114,alonso,11,12,False
1115,hamilton,10,2,False
1116,raikkonen,3,3,False
1117,bottas,2,4,False
1118,alonso,14,6,False
1119,perez,6,9,False
1120,ricciardo,5,11,False
1121,sainz,11,12,False
1122,max_verstappen,9,19,True
1123,vettel,7,20,True
1124,max_verstappen,4,1,False
1125,raikkonen,5,2,False
1126,vettel,6,3,False
1127,ricciardo,3,4,False
1128,bottas,7,5,False
1129,sainz,8,6,False
1130,perez,9,7,False
1131,alonso,10,19,True
1132,hamilton,1,21,True
1133,hamilton,3,1,False
1134,ricciardo,1,2,False
1135,perez,7,3,False
1136,vettel,4,4,False
1137,alonso,9,5,False
1138,sainz,6,8,False
1139,bottas,10,12,False
1140,max_verstappen,0,18,True
1141,raikkonen,11,21,True
1142,hamilton,1,1,False
1143,vettel,3,2,False
1144,bottas,7,3,False
1145,max_verstappen,5,4,False
1146,raikkonen,6,6,False
1147,ricciardo,4,7,False
1148,sainz,20,9,False
1149,perez,11,10,False
1150,alonso,10,11,False
1151,vettel,3,2,False
1152,perez,7,3,False
1153,raikkonen,4,4,False
1154,hamilton,10,5,False
1155,bottas,8,6,False
1156,ricciardo,2,7,False
1157,max_verstappen,9,8,False
1158,alonso,13,19,True
1159,sainz,18,21,True
1160,hamilton,1,1,False
1161,max_verstappen,8,2,False
1162,raikkonen,4,3,False
1163,ricciardo,5,5,False
1164,sainz,15,8,False
1165,bottas,7,9,False
1166,perez,16,17,True
1167,alonso,14,18,True
1168,vettel,9,21,True
1169,hamilton,1,1,False
1170,max_verstappen,3,2,False
1171,ricciardo,4,4,False
1172,raikkonen,5,5,False
1173,perez,10,6,False
1174,sainz,7,8,False
1175,vettel,11,9,False
1176,alonso,9,13,False
1177,bottas,6,14,False
1178,hamilton,2,1,False
1179,ricciardo,3,3,False
1180,vettel,5,4,False
1181,max_verstappen,4,5,False
1182,raikkonen,14,6,False
1183,alonso,7,7,False
1184,sainz,6,8,False
1185,bottas,10,9,False
1186,perez,13,11,False
1187,hamilton,2,1,False
1188,ricciardo,3,2,False
1189,max_verstappen,4,3,False
1190,vettel,6,5,False
1191,raikkonen,5,6,False
1192,bottas,7,9,False
1193,perez,9,10,False
1194,alonso,13,12,False
1195,sainz,15,14,False
1196,ricciardo,5,2,False
1197,hamilton,21,3,False
1198,perez,6,5,False
1199,vettel,4,6,False
1200,alonso,22,7,False
1201,bottas,8,8,False
1202,raikkonen,3,9,False
1203,max_verstappen,2,11,False
1204,ocon,17,16,False
1205,sainz,14,20,True
1206,hamilton,1,2,False
1207,vettel,3,3,False
1208,raikkonen,4,4,False
1209,ricciardo,6,5,False
1210,bottas,5,6,False
1211,max_verstappen,7,7,False
1212,perez,8,8,False
1213,alonso,12,14,False
1214,sainz,15,15,False
1215,ocon,22,18,False
1216,ricciardo,2,2,False
1217,hamilton,3,3,False
1218,raikkonen,5,4,False
1219,vettel,22,5,False
1220,max_verstappen,4,6,False
1221,alonso,9,7,False
1222,perez,17,8,False
1223,sainz,6,14,False
1224,ocon,21,18,False
1225,bottas,10,20,True
1226,ricciardo,4,1,False
1227,max_verstappen,3,2,False
1228,raikkonen,6,4,False
1229,bottas,11,5,False
1230,perez,7,6,False
1231,alonso,22,7,False
1232,sainz,16,11,False
1233,ocon,20,16,False
1234,hamilton,1,18,True
1235,vettel,5,22,True
1236,max_verstappen,3,2,False
1237,hamilton,2,3,False
1238,vettel,6,4,False
1239,raikkonen,8,5,False
1240,ricciardo,4,6,False
1241,perez,5,7,False
1242,bottas,11,10,False
1243,alonso,15,16,False
1244,sainz,14,17,False
1245,ocon,20,21,False
1246,hamilton,1,1,False
1247,ricciardo,3,3,False
1248,vettel,6,4,False
1249,alonso,12,5,False
1250,sainz,10,6,False
1251,perez,11,8,False
1252,bottas,8,16,False
1253,ocon,22,18,False
1254,raikkonen,5,19,True
1255,max_verstappen,4,20,True
1256,hamilton,1,1,False
1257,ricciardo,4,3,False
1258,max_verstappen,3,4,False
1259,vettel,7,5,False
1260,raikkonen,6,6,False
1261,bottas,8,8,False
1262,perez,12,10,False
1263,alonso,11,13,False
1264,sainz,10,16,False
1265,ocon,20,21,False
1266,hamilton,1,1,False
1267,max_verstappen,4,3,False
1268,perez,9,4,False
1269,vettel,5,5,False
1270,sainz,15,6,False
1271,ricciardo,6,8,False
1272,alonso,10,10,False
1273,bottas,11,11,False
1274,ocon,22,12,False
1275,raikkonen,3,20,True
1276,hamilton,1,1,False
1277,vettel,5,3,False
1278,max_verstappen,6,4,False
1279,ricciardo,3,5,False
1280,raikkonen,4,6,False
1281,perez,8,8,False
1282,alonso,9,10,False
1283,ocon,20,13,False
1284,sainz,21,18,True
1285,bottas,11,21,True
1286,vettel,2,1,False
1287,hamilton,1,2,False
1288,bottas,3,3,False
1289,raikkonen,4,4,False
1290,max_verstappen,5,5,False
1291,perez,10,7,False
1292,sainz,8,8,False
1293,ocon,13,10,False
1294,giovinazzi,16,12,False
1295,alonso,12,14,True
1296,stroll,20,16,True
1297,ricciardo,0,17,True
1298,hamilton,1,1,False
1299,vettel,2,2,False
1300,max_verstappen,16,3,False
1301,ricciardo,5,4,False
1302,raikkonen,4,5,False
1303,bottas,3,6,False
1304,sainz,11,7,False
1305,perez,8,9,False
1306,ocon,17,10,False
1307,alonso,13,16,True
1308,giovinazzi,18,19,True
1309,stroll,10,20,True
1310,vettel,3,1,False
1311,hamilton,2,2,False
1312,bottas,1,3,False
1313,raikkonen,5,4,False
1314,ricciardo,4,5,False
1315,perez,18,7,False
1316,ocon,14,10,False
1317,alonso,15,14,True
1318,sainz,16,16,True
1319,stroll,12,17,True
1320,max_verstappen,6,18,True
1321,bottas,3,1,False
1322,vettel,1,2,False
1323,raikkonen,2,3,False
1324,hamilton,4,4,False
1325,max_verstappen,7,5,False
1326,perez,9,6,False
1327,ocon,10,7,False
1328,sainz,14,10,False
1329,stroll,11,11,False
1330,ricciardo,5,17,True
1331,alonso,15,20,True
1332,hamilton,1,1,False
1333,vettel,2,2,False
1334,ricciardo,6,3,False
1335,perez,8,4,False
1336,ocon,10,5,False
1337,sainz,12,7,False
1338,alonso,7,12,False
1339,stroll,18,16,False
1340,bottas,3,17,True
1341,max_verstappen,5,19,True
1342,raikkonen,4,20,True
1343,vettel,2,1,False
1344,raikkonen,1,2,False
1345,ricciardo,5,3,False
1346,bottas,3,4,False
1347,max_verstappen,4,5,False
1348,sainz,6,6,False
1349,hamilton,13,7,False
1350,ocon,15,12,False
1351,perez,7,13,False
1352,stroll,17,15,True
1353,hamilton,1,1,False
1354,bottas,3,2,False
1355,ricciardo,6,3,False
1356,vettel,2,4,False
1357,perez,8,5,False
1358,ocon,9,6,False
1359,raikkonen,4,7,False
1360,stroll,17,9,False
1361,alonso,12,16,True
1362,max_verstappen,5,18,True
1363,sainz,13,20,True
1364,ricciardo,10,1,False
1365,bottas,2,2,False
1366,stroll,8,3,False
1367,vettel,4,4,False
1368,hamilton,1,5,False
1369,ocon,7,6,False
1370,sainz,15,8,False
1371,alonso,19,9,False
1372,raikkonen,3,14,True
1373,perez,6,15,True
1374,max_verstappen,5,18,True
1375,bottas,1,1,False
1376,vettel,2,2,False
1377,ricciardo,4,3,False
1378,hamilton,8,4,False
1379,raikkonen,3,5,False
1380,perez,7,7,False
1381,ocon,9,8,False
1382,stroll,18,10,False
1383,sainz,10,17,True
1384,alonso,12,19,True
1385,max_verstappen,5,20,True
1386,hamilton,1,1,False
1387,bottas,9,2,False
1388,raikkonen,2,3,False
1389,max_verstappen,4,4,False
1390,ricciardo,19,5,False
1391,vettel,3,7,False
1392,ocon,7,8,False
1393,perez,6,9,False
1394,stroll,15,16,False
1395,alonso,20,18,True
1396,sainz,13,19,True
1397,vettel,1,1,False
1398,raikkonen,2,2,False
1399,bottas,3,3,False
1400,hamilton,4,4,False
1401,max_verstappen,5,5,False
1402,alonso,7,6,False
1403,sainz,9,7,False
1404,perez,13,8,False
1405,ocon,11,9,False
1406,stroll,17,14,False
1407,ricciardo,6,20,True
1408,hamilton,1,1,False
1409,vettel,2,2,False
1410,ricciardo,6,3,False
1411,raikkonen,4,4,False
1412,bottas,3,5,False
1413,ocon,9,9,False
1414,sainz,13,10,False
1415,stroll,15,11,False
1416,perez,8,17,True
1417,alonso,10,18,True
1418,max_verstappen,5,19,True
1419,hamilton,1,1,False
1420,bottas,4,2,False
1421,vettel,6,3,False
1422,ricciardo,16,4,False
1423,raikkonen,5,5,False
1424,ocon,3,6,False
1425,stroll,2,7,False
1426,perez,10,9,False
1427,max_verstappen,13,10,False
1428,sainz,15,14,False
1429,alonso,19,17,True
1430,hamilton,5,1,False
1431,ricciardo,3,2,False
1432,bottas,6,3,False
1433,sainz,10,4,False
1434,perez,12,5,False
1435,stroll,18,8,False
1436,ocon,14,10,False
1437,alonso,8,17,True
1438,vettel,1,18,True
1439,max_verstappen,2,19,True
1440,raikkonen,4,20,True
1441,max_verstappen,3,1,False
1442,hamilton,1,2,False
1443,ricciardo,4,3,False
1444,vettel,20,4,False
1445,bottas,5,5,False
1446,perez,9,6,False
1447,stroll,13,8,False
1448,ocon,6,10,False
1449,alonso,10,11,False
1450,gasly,15,14,False
1451,sainz,14,19,True
1452,raikkonen,0,20,True
1453,hamilton,1,1,False
1454,max_verstappen,4,2,False
1455,ricciardo,3,3,False
1456,bottas,6,4,False
1457,raikkonen,10,5,False
1458,ocon,5,6,False
1459,perez,7,7,False
1460,alonso,20,11,False
1461,gasly,14,13,False
1462,stroll,15,16,True
1463,vettel,2,19,True
1464,sainz,19,20,True
1465,hamilton,1,1,False
1466,vettel,2,2,False
1467,raikkonen,5,3,False
1468,max_verstappen,16,4,False
1469,bottas,3,5,False
1470,ocon,6,6,False
1471,sainz,7,7,False
1472,perez,9,8,False
1473,stroll,15,11,False
1474,alonso,8,17,True
1475,ricciardo,4,18,True
1476,max_verstappen,2,1,False
1477,bottas,4,2,False
1478,raikkonen,5,3,False
1479,vettel,1,4,False
1480,ocon,6,5,False
1481,stroll,11,6,False
1482,perez,9,7,False
1483,hamilton,3,9,False
1484,alonso,18,10,False
1485,gasly,20,13,False
1486,sainz,8,16,True
1487,ricciardo,16,20,True
1488,vettel,2,1,False
1489,bottas,1,2,False
1490,raikkonen,3,3,False
1491,hamilton,20,4,False
1492,max_verstappen,4,5,False
1493,ricciardo,14,6,False
1494,alonso,6,8,False
1495,perez,5,9,False
1496,sainz,8,11,False
1497,gasly,19,12,False
1498,stroll,16,16,False
1499,ocon,10,18,True
1500,bottas,1,1,False
1501,hamilton,2,2,False
1502,vettel,3,3,False
1503,raikkonen,5,4,False
1504,max_verstappen,6,5,False
1505,perez,8,7,False
1506,ocon,9,8,False
1507,alonso,11,9,False
1508,gasly,17,16,False
1509,stroll,15,18,False
1510,sainz,12,19,True
1511,ricciardo,4,20,True
1512,vettel,3,1,False
1513,hamilton,1,2,False
1514,raikkonen,2,3,False
1515,ricciardo,8,4,False
1516,alonso,10,5,False
1517,max_verstappen,4,6,False
1518,bottas,15,8,False
1519,sainz,9,10,False
1520,perez,12,11,False
1521,ocon,14,12,False
1522,leclerc,18,13,False
1523,stroll,13,14,False
1524,gasly,20,18,True
1525,vettel,1,1,False
1526,bottas,3,2,False
1527,hamilton,9,3,False
1528,gasly,5,4,False
1529,alonso,13,7,False
1530,ocon,8,10,False
1531,sainz,10,11,False
1532,leclerc,19,12,False
1533,stroll,20,14,False
1534,perez,12,16,False
1535,raikkonen,2,18,True
1536,max_verstappen,15,19,True
1537,ricciardo,4,20,True
1538,ricciardo,6,1,False
1539,bottas,3,2,False
1540,raikkonen,2,3,False
1541,hamilton,4,4,False
1542,max_verstappen,5,5,False
1543,alonso,13,7,False
1544,vettel,1,8,False
1545,sainz,9,9,False
1546,ocon,12,11,False
1547,perez,8,12,False
1548,stroll,18,14,False
1549,gasly,17,18,False
1550,leclerc,19,19,False
1551,hamilton,2,1,False
1552,raikkonen,6,2,False
1553,perez,8,3,False
1554,vettel,1,4,False
1555,sainz,9,5,False
1556,leclerc,13,6,False
1557,alonso,12,7,False
1558,stroll,10,8,False
1559,gasly,17,12,False
1560,bottas,3,14,True
1561,max_verstappen,5,16,True
1562,ricciardo,4,17,True
1563,ocon,7,19,True
1564,hamilton,1,1,False
1565,bottas,2,2,False
1566,max_verstappen,5,3,False
1567,vettel,3,4,False
1568,ricciardo,6,5,False
1569,sainz,9,7,False
1570,alonso,8,8,False
1571,perez,15,9,False
1572,leclerc,14,10,False
1573,stroll,18,11,False
1574,ocon,13,16,True
1575,raikkonen,4,17,True
1576,gasly,12,19,True
1577,ricciardo,1,1,False
1578,vettel,2,2,False
1579,hamilton,3,3,False
1580,raikkonen,4,4,False
1581,bottas,5,5,False
1582,ocon,6,6,False
1583,gasly,10,7,False
1584,max_verstappen,20,9,False
1585,sainz,8,10,False
1586,perez,9,12,False
1587,stroll,17,17,False
1588,leclerc,14,18,True
1589,alonso,7,20,True
1590,vettel,1,1,False
1591,bottas,2,2,False
1592,max_verstappen,3,3,False
1593,ricciardo,6,4,False
1594,hamilton,4,5,False
1595,raikkonen,5,6,False
1596,sainz,9,8,False
1597,ocon,8,9,False
1598,leclerc,13,10,False
1599,gasly,16,11,False
1600,perez,10,14,False
1601,alonso,14,18,True
1602,stroll,17,20,True
1603,hamilton,1,1,False
1604,max_verstappen,4,2,False
1605,raikkonen,6,3,False
1606,ricciardo,5,4,False
1607,vettel,3,5,False
1608,bottas,2,7,False
1609,sainz,7,8,False
1610,leclerc,8,10,False
1611,alonso,16,16,True
1612,stroll,19,17,True
1613,perez,13,18,True
1614,ocon,11,19,True
1615,gasly,14,20,True
1616,max_verstappen,4,1,False
1617,raikkonen,3,2,False
1618,vettel,6,3,False
1619,ocon,11,6,False
1620,perez,16,7,False
1621,alonso,13,8,False
1622,leclerc,18,9,False
1623,gasly,12,11,False
1624,sainz,9,12,False
1625,stroll,14,14,False
1626,hamilton,2,16,True
1627,ricciardo,7,18,True
1628,bottas,1,19,True
1629,vettel,2,1,False
1630,hamilton,1,2,False
1631,raikkonen,3,3,False
1632,bottas,4,4,False
1633,ricciardo,6,5,False
1634,ocon,10,7,False
1635,alonso,13,8,False
1636,perez,12,10,False
1637,stroll,19,12,False
1638,gasly,14,13,False
1639,max_verstappen,5,15,True
1640,sainz,16,17,True
1641,leclerc,9,19,True
1642,hamilton,14,1,False
1643,bottas,2,2,False
1644,raikkonen,3,3,False
1645,max_verstappen,4,4,False
1646,perez,10,7,False
1647,ocon,15,8,False
1648,sainz,8,12,False
1649,gasly,16,14,False
1650,leclerc,9,15,False
1651,alonso,11,16,True
1652,stroll,18,17,True
1653,vettel,1,18,True
1654,ricciardo,20,20,True
1655,hamilton,1,1,False
1656,vettel,4,2,False
1657,raikkonen,3,3,False
1658,ricciardo,12,4,False
1659,bottas,2,5,False
1660,gasly,6,6,False
1661,alonso,11,8,False
1662,sainz,5,9,False
1663,ocon,18,13,False
1664,perez,19,14,False
1665,stroll,15,17,False
1666,max_verstappen,7,19,True
1667,leclerc,17,20,True
1668,vettel,2,1,False
1669,hamilton,1,2,False
1670,max_verstappen,7,3,False
1671,bottas,19,4,False
1672,perez,4,5,False
1673,ocon,3,6,False
1674,gasly,10,9,False
1675,sainz,14,11,False
1676,stroll,17,13,False
1677,ricciardo,8,16,True
1678,raikkonen,6,17,True
1679,leclerc,12,18,True
1680,alonso,15,19,True
1681,hamilton,3,1,False
1682,raikkonen,1,2,False
1683,bottas,4,3,False
1684,vettel,2,4,False
1685,max_verstappen,5,5,False
1686,ocon,8,6,False
1687,perez,14,7,False
1688,sainz,7,8,False
1689,stroll,10,9,False
1690,leclerc,15,11,False
1691,gasly,9,14,False
1692,ricciardo,19,17,True
1693,alonso,13,18,True
1694,hamilton,1,1,False
1695,max_verstappen,2,2,False
1696,vettel,3,3,False
1697,bottas,4,4,False
1698,raikkonen,5,5,False
1699,ricciardo,6,6,False
1700,alonso,11,7,False
1701,sainz,12,8,False
1702,leclerc,13,9,False
1703,gasly,15,13,False
1704,stroll,20,14,False
1705,perez,7,16,False
1706,ocon,9,20,True
1707,hamilton,2,1,False
1708,bottas,1,2,False
1709,vettel,3,3,False
1710,raikkonen,4,4,False
1711,max_verstappen,19,5,False
1712,ricciardo,18,6,False
1713,leclerc,7,7,False
1714,ocon,6,9,False
1715,perez,8,10,False
1716,alonso,16,14,False
1717,stroll,14,15,False
1718,sainz,11,17,False
1719,gasly,17,19,True
1720,hamilton,1,1,False
1721,bottas,2,2,False
1722,max_verstappen,3,3,False
1723,ricciardo,15,4,False
1724,raikkonen,4,5,False
1725,vettel,8,6,False
1726,perez,9,7,False
1727,ocon,11,9,False
1728,sainz,13,10,False
1729,gasly,7,11,False
1730,alonso,18,14,False
1731,stroll,14,17,False
1732,leclerc,10,18,True
1733,raikkonen,2,1,False
1734,max_verstappen,18,2,False
1735,hamilton,1,3,False
1736,vettel,5,4,False
1737,bottas,3,5,False
1738,sainz,11,7,False
1739,perez,10,8,False
1740,gasly,19,12,False
1741,stroll,15,14,False
1742,leclerc,9,15,True
1743,ricciardo,4,16,True
1744,alonso,13,18,True
1745,ocon,6,19,True
1746,max_verstappen,2,1,False
1747,vettel,4,2,False
1748,raikkonen,6,3,False
1749,hamilton,3,4,False
1750,bottas,5,5,False
1751,leclerc,9,7,False
1752,gasly,20,10,False
1753,ocon,11,11,False
1754,stroll,17,12,False
1755,ricciardo,1,17,True
1756,perez,13,18,True
1757,sainz,8,19,True
1758,alonso,12,20,True
1759,hamilton,1,1,False
1760,max_verstappen,5,2,False
1761,raikkonen,4,3,False
1762,ricciardo,11,4,False
1763,bottas,3,5,False
1764,vettel,2,6,False
1765,leclerc,7,7,False
1766,perez,12,10,False
1767,sainz,15,12,False
1768,gasly,9,13,False
1769,ocon,18,15,False
1770,alonso,17,17,False
1771,stroll,19,18,False
1772,hamilton,1,1,False
1773,vettel,3,2,False
1774,max_verstappen,6,3,False
1775,ricciardo,5,4,False
1776,bottas,2,5,False
1777,sainz,11,6,False
1778,leclerc,8,7,False
1779,perez,14,8,False
1780,alonso,15,11,False
1781,stroll,20,13,False
1782,gasly,17,16,True
1783,ocon,9,17,True
1784,raikkonen,4,19,True
1785,bottas,2,1,False
1786,hamilton,1,2,False
1787,max_verstappen,4,3,False
1788,vettel,3,4,False
1789,leclerc,5,5,False
1790,raikkonen,9,8,False
1791,stroll,16,9,False
1792,gasly,17,11,False
1793,norris,8,12,False
1794,perez,10,13,False
1795,giovinazzi,14,15,False
1796,russell,19,16,False
1797,ricciardo,12,19,True
1798,sainz,18,20,True
1799,hamilton,3,1,False
1800,bottas,4,2,False
1801,leclerc,1,3,False
1802,max_verstappen,5,4,False
1803,vettel,2,5,False
1804,norris,9,6,False
1805,raikkonen,8,7,False
1806,gasly,13,8,False
1807,perez,14,10,False
1808,giovinazzi,16,11,False
1809,stroll,18,14,False
1810,russell,19,15,False
1811,ricciardo,10,18,True
1812,sainz,7,19,True
1813,hamilton,2,1,False
1814,bottas,1,2,False
1815,vettel,3,3,False
1816,max_verstappen,5,4,False
1817,leclerc,4,5,False
1818,gasly,6,6,False
1819,ricciardo,7,7,False
1820,perez,12,8,False
1821,raikkonen,13,9,False
1822,stroll,16,12,False
1823,sainz,14,14,False
1824,giovinazzi,19,15,False
1825,russell,17,16,False
1826,norris,15,18,True
1827,bottas,1,1,False
1828,hamilton,2,2,False
