,Driver,QualiPos,RacePos,DNF
1829,vettel,3,3,False
1830,max_verstappen,4,4,False
1831,leclerc,8,5,False
1832,perez,5,6,False
1833,sainz,9,7,False
1834,norris,7,8,False
1835,stroll,13,9,False
1836,raikkonen,0,10,False
1837,giovinazzi,17,12,False
1838,russell,16,15,False
1839,gasly,0,17,True
1840,ricciardo,10,20,True
1841,hamilton,2,1,False
1842,bottas,1,2,False
1843,max_verstappen,4,3,False
1844,vettel,3,4,False
1845,leclerc,5,5,False
1846,gasly,6,6,False
1847,sainz,12,8,False
1848,ricciardo,13,12,False
1849,raikkonen,14,14,False
1850,perez,15,15,False
1851,giovinazzi,18,16,False
1852,russell,19,17,False
1853,stroll,16,19,True
1854,norris,10,20,True
1855,hamilton,1,1,False
1856,vettel,4,2,False
1857,bottas,2,3,False
1858,max_verstappen,3,4,False
1859,gasly,8,5,False
1860,sainz,9,6,False
1861,ricciardo,6,9,False
1862,norris,12,11,False
1863,perez,16,12,False
1864,russell,19,15,False
1865,stroll,17,16,False
1866,raikkonen,14,17,False
1867,giovinazzi,18,19,False
1868,leclerc,15,20,True
1869,hamilton,2,1,False
1870,vettel,1,2,False
1871,leclerc,3,3,False
1872,bottas,6,4,False
1873,max_verstappen,9,5,False
1874,ricciardo,4,6,False
1875,gasly,5,8,False
1876,stroll,17,9,False
1877,sainz,11,11,False
1878,perez,15,12,False
1879,giovinazzi,12,13,False
1880,raikkonen,16,15,False
1881,russell,18,16,False
1882,norris,8,20,True
1883,hamilton,1,1,False
1884,bottas,2,2,False
1885,leclerc,3,3,False
1886,max_verstappen,4,4,False
1887,vettel,7,5,False
1888,sainz,6,6,False
1889,raikkonen,12,7,False
1890,norris,5,9,False
1891,gasly,9,10,False
1892,ricciardo,8,11,False
1893,perez,14,12,False
1894,stroll,17,13,False
1895,giovinazzi,10,16,False
1896,russell,20,19,False
1897,max_verstappen,2,1,False
1898,leclerc,1,2,False
1899,bottas,3,3,False
1900,vettel,9,4,False
1901,hamilton,4,5,False
1902,norris,5,6,False
1903,gasly,8,7,False
1904,sainz,19,8,False
1905,raikkonen,6,9,False
1906,giovinazzi,7,10,False
1907,perez,13,11,False
1908,ricciardo,12,12,False
1909,stroll,14,14,False
1910,russell,0,18,False
1911,hamilton,2,1,False
1912,bottas,1,2,False
1913,leclerc,3,3,False
1914,gasly,5,4,False
1915,max_verstappen,4,5,False
1916,sainz,13,6,False
1917,ricciardo,7,7,False
1918,raikkonen,12,8,False
1919,norris,8,11,False
1920,stroll,18,13,False
1921,russell,19,14,False
1922,vettel,6,16,False
1923,perez,15,17,False
1924,giovinazzi,11,18,True
1925,max_verstappen,2,1,False
1926,vettel,20,2,False
1927,stroll,15,4,False
1928,sainz,7,5,False
1929,hamilton,1,9,False
1930,russell,17,11,False
1931,raikkonen,5,12,False
1932,giovinazzi,11,13,False
1933,gasly,4,14,True
1934,bottas,3,15,True
1935,leclerc,10,17,True
1936,norris,19,18,True
1937,ricciardo,13,19,True
1938,perez,8,20,True
1939,hamilton,3,1,False
1940,max_verstappen,1,2,False
1941,vettel,5,3,False
1942,leclerc,4,4,False
1943,sainz,8,5,False
1944,gasly,6,6,False
1945,raikkonen,10,7,False
1946,bottas,2,8,False
1947,norris,7,9,False
1948,perez,16,11,False
1949,ricciardo,20,14,False
1950,russell,15,16,False
1951,stroll,18,17,False
1952,giovinazzi,17,18,False
1953,leclerc,1,1,False
1954,hamilton,3,2,False
1955,bottas,4,3,False
1956,vettel,2,4,False
1957,perez,7,6,False
1958,gasly,13,9,False
1959,stroll,16,10,False
1960,norris,11,11,True
1961,ricciardo,10,14,False
1962,russell,14,15,False
1963,raikkonen,6,16,False
1964,giovinazzi,18,18,True
1965,sainz,15,19,True
1966,max_verstappen,5,20,True
1967,leclerc,1,1,False
1968,bottas,3,2,False
1969,hamilton,2,3,False
1970,ricciardo,5,4,False
1971,perez,18,7,False
1972,max_verstappen,19,8,False
1973,giovinazzi,10,9,False
1974,norris,16,10,False
1975,gasly,17,11,False
1976,stroll,9,12,False
1977,vettel,4,13,False
1978,russell,14,14,False
1979,raikkonen,0,15,False
1980,sainz,7,20,True
1981,vettel,3,1,False
1982,leclerc,1,2,False
1983,max_verstappen,4,3,False
1984,hamilton,2,4,False
1985,bottas,5,5,False
1986,norris,9,7,False
1987,gasly,11,8,False
1988,giovinazzi,10,10,False
1989,sainz,7,12,False
1990,stroll,16,13,False
1991,ricciardo,20,14,False
1992,raikkonen,12,18,True
1993,perez,15,19,True
1994,russell,18,20,True
1995,hamilton,2,1,False
1996,bottas,4,2,False
1997,leclerc,1,3,False
1998,max_verstappen,9,4,False
1999,sainz,5,6,False
2000,perez,11,7,False
2001,norris,7,8,False
2002,stroll,14,11,False
2003,raikkonen,15,13,False
2004,gasly,16,14,False
2005,giovinazzi,12,15,False
2006,russell,17,17,True
2007,vettel,3,18,True
2008,ricciardo,10,19,True
2009,bottas,3,1,False
2010,vettel,1,2,False
2011,hamilton,4,3,False
2012,sainz,7,5,False
2013,leclerc,2,6,False
2014,gasly,9,7,False
2015,perez,17,8,False
2016,stroll,12,9,False
2017,norris,8,11,False
2018,raikkonen,13,12,False
2019,giovinazzi,11,14,False
2020,russell,18,16,False
2021,max_verstappen,5,18,True
2022,ricciardo,16,19,True
2023,hamilton,3,1,False
2024,vettel,2,2,False
2025,bottas,6,3,False
2026,leclerc,1,4,False
2027,max_verstappen,4,6,False
2028,perez,11,7,False
2029,ricciardo,13,8,False
2030,gasly,10,9,False
2031,stroll,16,12,False
2032,sainz,7,13,False
2033,giovinazzi,15,14,False
2034,russell,19,16,False
2035,raikkonen,14,19,True
2036,norris,8,20,True
2037,bottas,1,1,False
2038,hamilton,5,2,False
2039,max_verstappen,3,3,False
2040,leclerc,4,4,False
2041,ricciardo,9,6,False
2042,norris,8,7,False
2043,sainz,7,8,False
2044,perez,0,10,False
2045,raikkonen,17,11,False
2046,stroll,14,13,False
2047,giovinazzi,16,14,False
2048,gasly,10,16,True
2049,russell,18,17,False
2050,vettel,2,20,True
2051,max_verstappen,1,1,False
2052,gasly,6,2,False
2053,sainz,20,3,False
2054,raikkonen,8,4,False
2055,giovinazzi,12,5,False
2056,ricciardo,11,6,False
2057,hamilton,3,7,False
2058,norris,10,8,False
2059,perez,15,9,False
2060,russell,18,12,False
2061,vettel,2,17,True
2062,leclerc,14,18,True
2063,stroll,17,19,True
2064,bottas,4,20,True
2065,hamilton,1,1,False
2066,max_verstappen,2,2,False
2067,leclerc,3,3,False
2068,bottas,20,4,False
2069,vettel,4,5,False
2070,perez,10,7,False
2071,norris,6,8,False
2072,sainz,8,10,False
2073,ricciardo,7,11,False
2074,raikkonen,17,13,False
2075,giovinazzi,16,16,False
2076,russell,18,17,False
2077,gasly,11,18,False
2078,stroll,12,20,True
2079,bottas,1,1,False
2080,leclerc,7,2,False
2081,norris,3,3,False
2082,hamilton,5,4,False
2083,sainz,8,5,False
2084,perez,6,6,False
2085,gasly,12,7,False
2086,ocon,14,8,False
2087,giovinazzi,18,9,False
2088,vettel,11,10,False
2089,latifi,20,11,False
2090,raikkonen,19,14,True
2091,russell,17,15,True
2092,stroll,9,18,True
2093,ricciardo,10,19,True
2094,max_verstappen,2,20,True
2095,hamilton,1,1,False
2096,bottas,4,2,False
2097,max_verstappen,2,3,False
2098,norris,9,5,False
2099,perez,17,6,False
2100,stroll,12,7,False
2101,ricciardo,8,8,False
2102,sainz,3,9,False
2103,raikkonen,16,11,False
2104,giovinazzi,19,14,False
2105,gasly,7,15,False
2106,russell,11,16,False
2107,latifi,18,17,False
2108,ocon,5,18,True
2109,leclerc,14,19,True
2110,vettel,10,20,True
2111,hamilton,1,1,False
2112,max_verstappen,7,2,False
2113,bottas,2,3,False
2114,stroll,3,4,False
2115,vettel,5,6,False
2116,perez,4,7,False
2117,ricciardo,11,8,False
2118,sainz,9,9,False
2119,leclerc,6,11,False
2120,norris,8,13,False
2121,ocon,14,14,False
2122,raikkonen,20,15,False
2123,giovinazzi,19,17,False
2124,russell,12,18,False
2125,latifi,15,19,False
2126,gasly,10,20,True
2127,hamilton,1,1,False
2128,max_verstappen,3,2,False
2129,leclerc,4,3,False
2130,ricciardo,8,4,False
2131,norris,5,5,False
2132,ocon,9,6,False
2133,gasly,11,7,False
2134,stroll,6,9,False
2135,vettel,10,10,False
2136,bottas,2,11,False
2137,russell,20,12,False
2138,sainz,7,13,False
2139,giovinazzi,15,14,False
2140,latifi,18,15,False
2141,raikkonen,16,17,False
2142,max_verstappen,4,1,False
2143,hamilton,2,2,False
2144,bottas,1,3,False
2145,leclerc,8,4,False
2146,stroll,6,6,False
2147,ocon,14,8,False
2148,norris,10,9,False
2149,gasly,7,11,False
2150,vettel,11,12,False
2151,sainz,12,13,False
2152,ricciardo,5,14,False
2153,raikkonen,20,15,False
2154,giovinazzi,19,17,False
2155,russell,15,18,False
2156,latifi,18,19,False
2157,hamilton,1,1,False
2158,max_verstappen,3,2,False
2159,bottas,2,3,False
2160,stroll,5,4,False
2161,perez,4,5,False
2162,sainz,7,6,False
2163,vettel,11,7,False
2164,gasly,10,9,False
2165,norris,8,10,False
2166,ricciardo,13,11,False
2167,ocon,15,13,False
2168,raikkonen,14,14,False
2169,giovinazzi,20,16,False
2170,russell,18,17,False
2171,latifi,19,18,False
2172,leclerc,9,20,True
2173,hamilton,1,1,False
2174,bottas,2,2,False
2175,max_verstappen,3,3,False
2176,ricciardo,4,4,False
2177,ocon,6,5,False
2178,norris,10,7,False
2179,gasly,12,8,False
2180,stroll,9,9,False
2181,perez,8,10,False
2182,raikkonen,16,12,False
2183,vettel,14,13,False
2184,leclerc,13,14,False
2185,latifi,19,16,False
2186,giovinazzi,18,18,True
2187,russell,15,19,True
2188,sainz,7,20,True
2189,gasly,10,1,False
2190,sainz,3,2,False
2191,stroll,8,3,False
2192,norris,6,4,False
2193,bottas,2,5,False
2194,ricciardo,7,6,False
2195,hamilton,1,7,False
2196,ocon,12,8,False
2197,perez,4,10,False
2198,latifi,20,11,False
2199,raikkonen,14,13,False
2200,russell,19,14,False
2201,giovinazzi,18,16,False
2202,max_verstappen,5,17,True
2203,leclerc,13,18,True
2204,vettel,17,20,True
2205,hamilton,1,1,False
2206,bottas,2,2,False
2207,ricciardo,8,4,False
2208,perez,7,5,False
2209,norris,11,6,False
2210,leclerc,5,8,False
2211,raikkonen,13,9,False
2212,vettel,14,10,False
2213,russell,18,11,False
2214,stroll,6,13,True
2215,ocon,10,14,True
2216,latifi,19,15,True
2217,giovinazzi,17,17,True
2218,sainz,9,18,True
2219,max_verstappen,3,19,True
2220,gasly,16,20,True
2221,bottas,3,1,False
2222,max_verstappen,2,2,False
2223,hamilton,1,3,False
2224,perez,4,4,False
2225,ricciardo,5,5,False
2226,leclerc,10,6,False
2227,ocon,7,7,False
2228,gasly,9,9,False
2229,giovinazzi,17,11,False
2230,vettel,14,13,False
2231,raikkonen,19,14,False
2232,norris,8,15,False
2233,latifi,20,16,False
2234,russell,13,18,False
2235,sainz,6,19,True
2236,stroll,12,20,True
2237,hamilton,2,1,False
2238,max_verstappen,3,2,False
2239,ricciardo,6,3,False
2240,perez,9,4,False
2241,sainz,10,5,False
2242,gasly,12,6,False
2243,leclerc,4,7,False
2244,giovinazzi,14,10,False
2245,vettel,11,11,False
2246,raikkonen,19,12,False
2247,latifi,18,14,False
2248,norris,8,16,True
2249,ocon,7,18,True
2250,bottas,1,19,True
2251,russell,17,20,True
2252,hamilton,1,1,False
2253,bottas,2,2,False
2254,max_verstappen,3,3,False
2255,leclerc,4,4,False
2256,gasly,9,5,False
2257,sainz,7,6,False
2258,perez,5,7,False
2259,ocon,11,8,False
2260,ricciardo,10,9,False
2261,vettel,15,10,False
2262,raikkonen,16,11,False
2263,norris,8,13,False
2264,russell,14,14,False
2265,giovinazzi,17,15,False
2266,latifi,20,18,False
2267,stroll,12,20,True
2268,hamilton,2,1,False
2269,bottas,1,2,False
2270,ricciardo,5,3,False
2271,leclerc,7,5,False
2272,perez,11,6,False
2273,sainz,10,7,False
2274,norris,9,8,False
2275,raikkonen,18,9,False
2276,giovinazzi,20,10,False
2277,latifi,19,11,False
2278,vettel,14,12,False
2279,stroll,15,13,False
2280,russell,13,16,True
2281,max_verstappen,3,17,True
2282,ocon,12,19,True
2283,gasly,4,20,True
2284,hamilton,6,1,False
2285,perez,3,2,False
2286,vettel,11,3,False
2287,leclerc,12,4,False
2288,sainz,15,5,False
2289,max_verstappen,2,6,False
2290,norris,14,8,False
2291,stroll,1,9,False
2292,ricciardo,5,10,False
2293,ocon,7,11,False
2294,gasly,19,13,False
2295,bottas,9,14,False
2296,raikkonen,8,15,False
2297,russell,0,16,False
2298,latifi,0,19,True
2299,giovinazzi,10,20,True
2300,hamilton,1,1,False
2301,max_verstappen,3,2,False
2302,norris,9,4,False
2303,sainz,15,5,False
2304,gasly,8,6,False
2305,ricciardo,6,7,False
2306,bottas,2,8,False
2307,ocon,7,9,False
2308,leclerc,12,10,False
2309,russell,14,12,False
2310,vettel,11,13,False
2311,latifi,20,14,False
2312,raikkonen,17,15,False
2313,giovinazzi,16,16,False
2314,perez,5,18,True
2315,stroll,13,19,True
2316,perez,5,1,False
2317,ocon,11,2,False
2318,stroll,10,3,False
2319,sainz,8,4,False
2320,ricciardo,7,5,False
2321,bottas,1,8,False
2322,russell,2,9,False
2323,norris,19,10,False
2324,gasly,9,11,False
2325,vettel,13,12,False
2326,giovinazzi,14,13,False
2327,raikkonen,18,14,False
2328,latifi,16,18,True
2329,max_verstappen,3,19,True
2330,leclerc,4,20,True
2331,max_verstappen,1,1,False
2332,bottas,2,2,False
2333,hamilton,3,3,False
2334,norris,4,5,False
2335,sainz,6,6,False
2336,ricciardo,11,7,False
2337,gasly,9,8,False
2338,ocon,10,9,False
2339,stroll,8,10,False
2340,raikkonen,15,12,False
2341,leclerc,12,13,False
2342,vettel,13,14,False
2343,russell,16,15,False
2344,giovinazzi,14,16,False
2345,latifi,18,17,False
2346,perez,19,20,True
2347,hamilton,2,1,False
2348,max_verstappen,1,2,False
2349,bottas,3,3,False
2350,norris,7,4,False
2351,perez,0,5,False
2352,leclerc,4,6,False
2353,ricciardo,6,7,False
2354,sainz,8,8,False
2355,tsunoda,13,9,False
2356,stroll,10,10,False
2357,raikkonen,14,11,False
2358,giovinazzi,12,12,False
2359,ocon,16,13,False
2360,russell,15,14,False
2361,vettel,20,15,False
2362,mick_schumacher,18,16,False
2363,gasly,5,17,True
2364,latifi,17,18,True
2365,alonso,9,19,True
2366,mazepin,19,20,True
2367,max_verstappen,3,1,False
2368,hamilton,1,2,False
2369,norris,7,3,False
2370,leclerc,4,4,False
2371,sainz,11,5,False
2372,ricciardo,6,6,False
2373,gasly,5,7,False
2374,stroll,10,8,False
2375,ocon,9,9,False
2376,alonso,15,10,False
2377,perez,2,11,False
2378,tsunoda,20,12,False
2379,raikkonen,16,13,False
2380,giovinazzi,17,14,False
2381,vettel,0,15,True
2382,mick_schumacher,18,16,False
2383,mazepin,19,17,False
2384,bottas,8,18,True
2385,russell,12,19,True
2386,latifi,14,20,True
2387,hamilton,2,1,False
2388,max_verstappen,3,2,False
2389,bottas,1,3,False
2390,perez,4,4,False
2391,norris,7,5,False
2392,leclerc,8,6,False
2393,ocon,6,7,False
2394,alonso,13,8,False
2395,ricciardo,16,9,False
2396,gasly,9,10,False
2397,sainz,5,11,False
2398,giovinazzi,12,12,False
2399,vettel,10,13,False
2400,stroll,17,14,False
2401,tsunoda,14,15,False
2402,russell,11,16,False
2403,mick_schumacher,19,17,False
2404,latifi,18,18,False
2405,mazepin,20,19,False
2406,raikkonen,15,20,True
2407,hamilton,1,1,False
2408,max_verstappen,2,2,False
2409,bottas,3,3,False
2410,leclerc,4,4,False
2411,perez,8,5,False
2412,ricciardo,7,6,False
2413,sainz,6,7,False
2414,norris,9,8,False
2415,ocon,5,9,False
2416,gasly,12,10,False
2417,stroll,11,11,False
2418,raikkonen,17,12,False
2419,vettel,13,13,False
2420,russell,15,14,False
2421,giovinazzi,14,15,False
2422,latifi,19,16,False
2423,alonso,10,17,False
2424,mick_schumacher,18,18,False
2425,mazepin,20,19,False
2426,tsunoda,16,20,True
2427,max_verstappen,2,1,False
2428,sainz,4,2,False
2429,norris,5,3,False
2430,perez,9,4,False
2431,vettel,8,5,False
2432,gasly,6,6,False
2433,hamilton,7,7,False
2434,stroll,13,8,False
2435,ocon,11,9,False
2436,giovinazzi,10,10,False
2437,raikkonen,14,11,False
2438,ricciardo,12,12,False
2439,alonso,17,13,False
2440,russell,15,14,False
2441,latifi,18,15,False
2442,tsunoda,16,16,False
2443,mazepin,19,17,False
2444,mick_schumacher,20,18,False
2445,bottas,3,19,True
2446,leclerc,1,20,True
2447,perez,6,1,False
2448,vettel,11,2,False
2449,gasly,4,3,False
2450,leclerc,1,4,False
2451,norris,9,5,False
2452,alonso,8,6,False
2453,tsunoda,7,7,False
2454,sainz,5,8,False
2455,ricciardo,13,9,False
2456,raikkonen,14,10,False
2457,giovinazzi,20,11,False
2458,bottas,10,12,False
2459,mick_schumacher,17,13,False
2460,mazepin,18,14,False
2461,hamilton,2,15,False
2462,latifi,16,16,False
2463,russell,15,17,True
2464,max_verstappen,3,18,True
2465,stroll,19,19,True
2466,ocon,12,20,True
2467,max_verstappen,1,1,False
2468,hamilton,2,2,False
2469,perez,4,3,False
2470,bottas,3,4,False
2471,norris,8,5,False
2472,ricciardo,10,6,False
2473,gasly,6,7,False
2474,alonso,9,8,False
2475,vettel,12,9,False
2476,stroll,19,10,False
2477,sainz,5,11,False
2478,russell,14,12,False
2479,tsunoda,0,13,False
2480,ocon,11,14,False
2481,giovinazzi,13,15,False
2482,leclerc,7,16,False
2483,raikkonen,17,17,False
2484,latifi,16,18,False
2485,mick_schumacher,15,19,False
2486,mazepin,18,20,False
2487,max_verstappen,1,1,False
2488,hamilton,2,2,False
2489,bottas,5,3,False
2490,perez,4,4,False
2491,norris,3,5,False
2492,sainz,12,6,False
2493,leclerc,7,7,False
2494,stroll,9,8,False
2495,alonso,8,9,False
2496,tsunoda,11,10,False
2497,raikkonen,18,11,False
2498,vettel,14,12,False
2499,ricciardo,13,13,False
2500,ocon,17,14,False
2501,giovinazzi,15,15,False
2502,mick_schumacher,19,16,False
2503,latifi,16,17,False
2504,mazepin,20,18,False
2505,russell,10,19,True
2506,gasly,6,20,True
2507,max_verstappen,1,1,False
2508,bottas,5,2,False
2509,norris,2,3,False
2510,hamilton,4,4,False
2511,sainz,10,5,False
2512,perez,3,6,False
2513,ricciardo,13,7,False
2514,leclerc,12,8,False
2515,gasly,6,9,False
2516,alonso,14,10,False
2517,russell,8,11,False
2518,tsunoda,7,12,False
2519,stroll,9,13,False
2520,giovinazzi,15,14,False
2521,raikkonen,16,15,False
2522,latifi,18,16,False
2523,vettel,11,17,True
2524,mick_schumacher,19,18,False
2525,mazepin,20,19,False
2526,ocon,17,20,True
2527,hamilton,2,1,False
2528,leclerc,4,2,False
2529,bottas,3,3,False
2530,norris,5,4,False
2531,ricciardo,6,5,False
2532,sainz,10,6,False
2533,alonso,7,7,False
2534,stroll,14,8,False
2535,ocon,9,9,False
2536,tsunoda,16,10,False
2537,gasly,11,11,False
2538,russell,12,12,False
2539,giovinazzi,15,13,False
2540,latifi,17,14,False
2541,raikkonen,13,15,False
2542,perez,0,16,False
2543,mazepin,19,17,False
2544,mick_schumacher,18,18,False
2545,vettel,8,19,True
2546,max_verstappen,1,20,True
2547,ocon,8,1,False
2548,hamilton,1,2,False
2549,sainz,15,3,False
2550,alonso,9,4,False
2551,gasly,5,5,False
2552,tsunoda,16,6,False
2553,latifi,18,7,False
2554,russell,17,8,False
2555,max_verstappen,3,9,False
2556,raikkonen,13,10,False
2557,ricciardo,11,11,False
2558,mick_schumacher,20,12,False
2559,giovinazzi,0,13,False
2560,mazepin,19,14,True
2561,norris,6,15,True
2562,bottas,2,16,True
2563,perez,4,17,True
2564,leclerc,7,18,True
2565,stroll,12,19,True
2566,vettel,10,20,True
2567,max_verstappen,1,1,False
2568,russell,2,2,False
2569,hamilton,3,3,False
2570,ricciardo,4,4,False
2571,vettel,5,5,False
2572,gasly,6,6,False
2573,ocon,8,7,False
2574,leclerc,9,8,False
2575,latifi,10,9,False
2576,sainz,11,10,False
2577,alonso,12,11,False
2578,bottas,13,12,False
2579,giovinazzi,14,13,False
2580,norris,15,14,False
2581,tsunoda,16,15,False
2582,mick_schumacher,17,16,False
2583,mazepin,18,17,False
2584,stroll,19,18,False
2585,raikkonen,20,19,False
2586,perez,7,20,False
2587,max_verstappen,1,1,False
2588,hamilton,2,2,False
2589,bottas,3,3,False
2590,gasly,4,4,False
2591,leclerc,5,5,False
2592,alonso,9,6,False
2593,sainz,6,7,False
2594,perez,0,8,False
2595,ocon,8,9,False
2596,norris,13,10,False
2597,ricciardo,10,11,False
2598,stroll,12,12,False
2599,vettel,15,13,False
2600,giovinazzi,7,14,False
2601,latifi,0,16,False
2602,russell,11,17,True
2603,mick_schumacher,17,18,False
2604,tsunoda,14,19,True
2605,mazepin,18,20,True
2606,ricciardo,2,1,False
2607,norris,3,2,False
2608,bottas,19,3,False
2609,leclerc,5,4,False
2610,perez,8,5,False
2611,sainz,6,6,False
2612,stroll,9,7,False
2613,alonso,10,8,False
2614,russell,14,9,False
2615,ocon,12,10,False
2616,latifi,13,11,False
2617,vettel,11,12,False
2618,giovinazzi,7,13,False
2619,mick_schumacher,18,15,False
2620,mazepin,16,16,True
2621,hamilton,4,17,True
2622,max_verstappen,1,18,True
2623,gasly,0,19,True
2624,tsunoda,0,20,True
2625,hamilton,4,1,False
2626,max_verstappen,20,2,False
2627,sainz,2,3,False
2628,ricciardo,5,4,False
2629,bottas,16,5,False
2630,alonso,6,6,False
2631,norris,1,7,False
2632,raikkonen,13,8,False
2633,perez,8,9,False
2634,russell,3,10,False
2635,stroll,7,11,False
2636,vettel,10,12,False
2637,gasly,11,13,False
2638,ocon,9,14,False
2639,leclerc,19,15,False
2640,giovinazzi,17,16,False
2641,tsunoda,12,17,False
2642,mazepin,15,18,False
2643,latifi,18,19,True
2644,mick_schumacher,14,20,True
2645,bottas,1,1,False
2646,max_verstappen,2,2,False
2647,perez,6,3,False
2648,leclerc,3,4,False
2649,hamilton,11,5,False
2650,gasly,4,6,False
2651,norris,7,7,False
2652,sainz,19,8,False
2653,stroll,8,9,False
2654,ocon,12,10,False
2655,giovinazzi,16,11,False
2656,raikkonen,17,12,False
2657,ricciardo,20,13,False
2658,tsunoda,9,14,False
2659,russell,13,15,False
2660,alonso,5,16,False
2661,latifi,15,17,False
2662,vettel,10,18,False
2663,mick_schumacher,14,19,False
2664,mazepin,18,20,False
2665,max_verstappen,1,1,False
2666,hamilton,2,2,False
2667,perez,3,3,False
2668,leclerc,4,4,False
2669,ricciardo,6,5,False
2670,bottas,9,6,False
2671,sainz,5,7,False
2672,norris,7,8,False
2673,tsunoda,10,9,False
2674,vettel,18,10,False
2675,giovinazzi,12,11,False
2676,stroll,13,12,False
2677,raikkonen,15,13,False
2678,russell,20,14,False
2679,latifi,14,15,False
2680,mick_schumacher,16,16,False
2681,mazepin,17,17,False
2682,alonso,19,18,True
2683,ocon,11,19,True
2684,gasly,8,20,True
2685,max_verstappen,3,1,False
2686,hamilton,2,2,False
2687,perez,4,3,False
2688,gasly,5,4,False
2689,leclerc,8,5,False
2690,sainz,6,6,False
2691,vettel,9,7,False
2692,raikkonen,10,8,False
2693,alonso,12,9,False
2694,norris,18,10,False
2695,giovinazzi,11,11,False
2696,ricciardo,7,12,False
2697,ocon,19,13,False
2698,stroll,20,14,False
2699,bottas,1,15,False
2700,russell,16,16,False
2701,latifi,13,17,False
2702,mazepin,15,18,False
2703,mick_schumacher,14,19,True
2704,tsunoda,17,20,True
